Country Name,Country Code,Indicator Name,Indicator Code,Years,Value
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1984,4.304546677
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1985,5.115983476
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1986,3.172737955
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1987,3.686006826
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1988,4.342369478
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1989,5.311666262
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1990,51.18325243
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1991,33.47302252
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1992,41.57336476
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1993,46.897138
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1994,46.76478051
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1995,51.03957076
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1996,48.26145102
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1997,55.71920428
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1998,62.41926013
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1999,25.58482225
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000,27.24989535
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001,36.08579088
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002,27.50133761
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003,28.88621795
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2004,11.4520157
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2005,11.53775491
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2006,45.05792904
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007,72.9020979
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2008,38.53041875
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2009,23.58708189
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010,12.65856237
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011,24.9343832
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2012,23.68253968
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2013,27.99252766
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2014,23.68755292
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1971,9.098231752
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1972,9.2618336
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1973,9.192908505
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1974,9.087931881
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1975,9.739395092
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1976,10.76218969
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1977,10.4910525
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1978,10.0236644
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1979,10.27700226
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1980,9.94380845
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1981,12.069869
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1982,10.45710331
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1983,10.37326712
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1984,10.17824943
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1985,12.6113988
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1986,8.198881142
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1987,9.521701446
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1988,10.37541478
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1989,9.885439302
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1990,9.595228189
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1991,9.946571647
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1992,9.52891868
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1993,9.662014073
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1994,9.944348314
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1995,9.953060609
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1996,10.05259982
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1997,10.2455639
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1998,9.378422986
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1999,9.461642877
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2000,11.41644291
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2001,11.07482173
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002,10.57465017
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003,9.427655099
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2004,10.5246642
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2005,12.19406003
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2006,11.38167131
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2007,12.35921573
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2008,13.75479511
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2009,13.98558174
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2010,13.02979926
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2011,12.75395898
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2012,14.17483253
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2013,13.73308582
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2014,14.35983328
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1971,6.896551724
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1972,6.852248394
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1973,6.805555556
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1974,6.900212314
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1975,6.944444444
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1976,7.006697579
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1977,7.005076142
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1978,6.987247609
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1979,6.992586656
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1980,6.993339676
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1981,7.012195122
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1982,7.010656197
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1983,7.001281925
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1984,7
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1985,6.991666667
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1986,7.000156079
